BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0.0,0.08629441624365482,0.5590802408245178,0.6001916052930962,0.0,0.8,0.14634146341463414,0.0,0.0,0.2795903805271222,0.0,0.675,0.28186335629691395
1.0,0.08629441624365482,0.8452192251437124,0.7228968325249985,0.0,0.4,0.17073170731707318,0.05,0.0,0.24295576082733383,0.0,0.875,0.287283756664573
0.0,0.08629441624365482,0.42013673934487566,0.3964852404047662,0.0,0.0,0.0,0.1,0.0,0.44637999313095145,0.0,0.125,0.6324365713965552
0.0,0.08629441624365482,0.46808394843362017,0.4483982995030238,1.0,0.0,0.0,0.0,0.0,0.19359439890082852,0.004356951150760053,0.225,0.5187323102246079
0.0,0.08629441624365482,0.46936970645260045,0.4545835578707862,1.0,0.0,0.0,0.0,0.0,0.18634322767091482,0.008713902301520107,0.2,0.5701950782643166
0.0,0.08629441624365482,0.3920269396918262,0.3511166995988264,0.0,0.0,0.04878048780487805,0.0,0.0,0.16633023845966155,0.0,0.35,0.7514629946558447
0.07833450952717008,0.38777767428864157,0.4185912112815325,0.44294365251900075,0.7177134791813691,0.3408609738884968,0.2246089543509556,0.007401199717713479,0.034183133380381085,0.27060675576035387,0.004821423505574867,0.4946189131968948,0.4974999775876987
0.0,0.09137055837563451,0.42117759107452635,0.2632596850487995,0.0,0.4,0.0975609756097561,0.05,0.0,0.26984145467997384,0.004356951150760053,0.525,0.676529453137509
0.0,0.09137055837563451,0.4822068777849587,0.42248368361175975,1.0,0.0,0.0,0.0,0.0,0.19112386644415566,0.004356951150760053,0.225,0.5227579911819128
0.0,0.09137055837563451,0.6262525936256336,0.5760074247051075,0.0,0.2,0.5365853658536586,0.0,0.0,0.1691949177594271,0.004356951150760053,0.25,0.5553748653989015
0.0,0.09137055837563451,0.28826150549338414,0.25597868391114303,0.0,0.2,0.4634146341463415,0.0,0.0,0.320374977597834,0.0,0.475,0.1323250361512649
0.0,0.09137055837563451,0.3119697948909827,0.25036225375726007,0.0,0.2,0.5121951219512195,0.0,0.0,0.3035672740215006,0.0,0.475,0.12149360568277089
0.0,0.09390862944162437,0.5567944487907752,0.5909945512244775,0.0,0.8,0.12195121951219512,0.0,0.0,0.2848436661162239,0.004356951150760053,0.675,0.3058133518389822
0.0,0.09390862944162437,0.4323208272390217,0.36620561643015387,1.0,0.4,0.04878048780487805,0.0,0.0,0.21028634562423718,0.0,0.725,0.45568031227447403
0.0,0.09390862944162437,0.4131977278138712,0.3874259026405604,0.0,0.0,0.0975609756097561,0.0,0.0,0.18921252248951806,0.0,0.35,0.772572445869001
0.0,0.09644670050761421,0.4449471070444573,0.36705586491826836,0.0,0.0,0.1951219512195122,0.0,0.125,0.17944208768926195,0.0,0.575,0.6020612056465574
0.0,0.09644670050761421,0.562529337732576,0.4784683551883121,1.0,0.8,0.5365853658536586,0.0,0.0,0.08550718990431586,0.008713902301520107,0.3,0.4379314015428548
0.0,0.09644670050761421,0.3253239906119256,0.2629183881204718,0.0,0.2,0.4878048780487805,0.0,0.0,0.29133691738515544,0.0,0.45,0.1557983383351342
0.0,0.09644670050761421,0.5984897445491343,0.5642177115142806,0.0,0.8,0.14634146341463414,0.0,0.0,0.2878358634140559,0.004356951150760053,0.65,0.3398085144610099
0.0,0.09644670050761421,0.5603047722711657,0.5720316148733608,0.0,0.8,0.14634146341463414,0.0,0.0,0.28691842528161693,0.004356951150760053,0.65,0.36009158596401075
0.0,0.09644670050761421,0.4562808258784312,0.29204239267109755,0.0,0.4,0.0975609756097561,0.1,0.0,0.24399415839071167,0.0,0.55,0.7544705371588935
1.0,0.09644670050761421,0.24155923670873158,0.152691455601461,0.0,0.0,0.0975609756097561,0.0,0.125,0.20980568676805345,0.0,0.3,0.5200119976771999
1.0,0.09644670050761421,0.2196809415286234,0.1638105502664511,0.0,0.6,0.21951219512195122,0.0,0.25,0.07540756191403529,0.0,0.225,0.4840072759935316
0.0,0.09644670050761421,0.45285894078029865,0.3086761271780133,0.0,0.4,0.0975609756097561,0.1,0.0,0.23219163904386894,0.0,0.525,0.6765293846134757
1.0,0.09644670050761421,0.5494676689683322,0.6051194539249147,1.0,0.8,0.12195121951219512,0.0,0.0,0.26504662427750086,0.004356951150760053,0.625,0.47216969419780647
0.0,0.09898477157360407,0.33141943603523927,0.2708520447877373,0.0,0.2,0.5365853658536586,0.0,0.0,0.3171990036287478,0.0,0.45,0.09567959433628322
0.0,0.09898477157360407,0.43783121874893705,0.37330099994012333,1.0,0.8,0.34146341463414637,0.0,0.0,0.30845606339599274,0.004356951150760053,0.4,0.21334810430131285
0.0,0.09898477157360407,0.16716214837239363,0.1123465660738878,0.0,0.8,0.2682926829268293,0.0,0.0,0.27789745875404315,0.0,0.3,0.17950335819523067
0.0,0.09898477157360407,0.4852614034490969,0.33735105682294475,0.0,0.0,0.21951219512195122,0.0,0.0,0.14110685529177733,0.0,0.575,0.6062891767076893
0.0,0.10152284263959391,0.6521174189598286,0.5409975450571822,0.0,0.2,0.5609756097560976,0.0,0.0,0.18083896347967593,0.0,0.275,0.6320044172915971
0.0,0.10152284263959391,0.3023096023674275,0.22217232501047843,0.0,0.2,0.5121951219512195,0.0,0.0,0.3271105229361638,0.0,0.5,0.17168986114682228
0.0,0.10152284263959391,0.4889418007415218,0.38685707442668105,0.0,0.0,0.17073170731707318,0.0,0.0,0.19773301126535142,0.0,0.6,0.6085611237660348
0.0,0.10152284263959391,0.1568148576482193,0.09209029399437159,0.0,0.8,0.24390243902439024,0.0,0.0,0.2790054092860996,0.0,0.3,0.25277944139714337
0.0,0.10152284263959391,0.14865131467056703,0.08572540566433148,1.0,0.0,0.0,0.05,0.0,0.03355051835867945,0.043569511507600536,0.125,0.3869889359613586
1.0,0.10152284263959391,0.4907445831490867,0.4282198670738279,1.0,0.4,0.0,0.0,0.0,0.14949381120318525,0.004356951150760053,0.375,0.7116682364024051
0.0,0.10152284263959391,0.3894214088914589,0.3699119813184839,0.0,0.0,0.0975609756097561,0.0,0.0,0.1811073330019478,0.0,0.35,0.7297459935485798
0.0,0.10152284263959391,0.4522602809619375,0.34964373390814923,0.0,0.0,0.04878048780487805,0.0,0.0,0.14258329730365116,0.0,0.35,0.6967246246737187
1.0,0.10152284263959391,0.4700568046532195,0.3514879348542003,1.0,0.8,0.0,0.0,0.0,0.24164751741344268,0.0,0.675,0.8600143483657404
0.0,0.10152284263959391,0.15674002517092417,0.07368421052631578,1.0,0.0,0.0,0.05,0.0,0.0236962770410369,0.03921256035684048,0.15,0.40218182604448444
0.0,0.10406091370558376,0.4756896493077996,0.4155379917370217,1.0,0.6,0.43902439024390244,0.0,0.0,0.4624679414104202,0.004356951150760053,0.55,0.6370045846308913
0.0,0.10406091370558376,0.5049151331677948,0.3936351116699599,1.0,0.6,0.4634146341463415,0.0,0.125,0.47399192628011017,0.004356951150760053,0.55,0.6638072025995502
1.0,0.10406091370558376,0.15452906561447668,0.1538171366984013,1.0,0.6,0.07317073170731707,0.0,0.0,0.12818689330747518,0.004356951150760053,0.3,0.40667620509999436
0.0,0.10406091370558376,0.2824517840742882,0.2218250404167415,0.0,0.0,0.12195121951219512,0.0,0.0,0.12332759295705227,0.0,0.4,0.24753277663709256
0.0,0.1065989847715736,0.44829415966529473,0.3403688401892102,0.0,0.0,0.17073170731707318,0.0,0.0,0.1852711824008329,0.0,0.575,0.7028425259392199
1.0,0.1065989847715736,0.14215449505085206,0.12401652595652955,1.0,0.0,0.04878048780487805,0.0,0.25,0.24310998898675848,0.01307085345228016,0.65,0.6814163373555242
0.0,0.1065989847715736,0.47015884894044013,0.3462786659481468,0.0,0.0,0.21951219512195122,0.0,0.125,0.18229014062789842,0.0,0.575,0.6677886136630627
0.0,0.10913705583756345,0.6133269839110174,0.5678282737560625,0.0,0.2,0.5365853658536586,0.0,0.0,0.22935524775012311,0.004356951150760053,0.275,0.6110518058804264
0.0,0.10913705583756345,0.5032143950474506,0.49041374767977963,0.0,0.0,0.0,0.0,0.0,0.279641935754955,0.0,0.775,0.5935695727131534
0.0,0.1116751269035533,0.5893261675567196,0.5607748039039578,0.0,0.2,0.5365853658536586,0.0,0.0,0.19892368692174886,0.004356951150760053,0.275,0.5792746886911532
0.0,0.1116751269035533,0.28931596312799757,0.2025148194718879,0.0,0.0,0.12195121951219512,0.0,0.0,0.10880437827800513,0.0,0.425,0.26402146063630466
1.0,0.1116751269035533,0.39236028436341375,0.4459194060235914,0.0,0.0,0.024390243902439025,0.0,0.0,0.21338588851780918,0.004356951150760053,0.3,0.4479765479392928
0.0,0.1116751269035533,0.4331235756318242,0.26451709478474345,0.0,0.4,0.07317073170731707,0.05,0.0,0.23557901538639253,0.0,0.525,0.6688443583646557
0.07833450952717008,0.38777767428864157,0.4185912112815325,0.44294365251900075,0.7177134791813691,0.3408609738884968,0.2246089543509556,0.007401199717713479,0.034183133380381085,0.27060675576035387,0.004821423505574867,0.4946189131968948,0.4974999775876987
0.0,0.11421319796954314,0.4801591890880642,0.3785641578348602,1.0,0.4,0.0975609756097561,0.0,0.0,0.18814234676220412,0.0,0.725,0.4689040782385462
0.0,0.11421319796954314,0.2824926017891765,0.22957906712172924,0.0,0.0,0.12195121951219512,0.0,0.0,0.1302539250879116,0.0,0.425,0.27937005016466504
0.0,0.11421319796954314,0.37605360726555326,0.39789234177594157,0.0,0.8,0.12195121951219512,0.0,0.0,0.3234690285700477,0.008713902301520107,0.55,0.5084361272691383
0.0,0.11421319796954314,0.4470696282186469,0.3018262379498234,0.0,0.4,0.07317073170731707,0.1,0.0,0.2507824287658582,0.0,0.55,0.673182885611585
0.0,0.11421319796954314,0.4680771454811388,0.463481228668942,0.0,0.0,0.0,0.0,0.125,0.2814614771919702,0.0,0.75,0.5911869090796161
0.0,0.11421319796954314,0.8762610973162352,0.8028142027423507,0.0,0.8,0.21951219512195122,0.0,0.0,0.32710825763941975,0.0,0.45,0.1548156015963849
0.07833450952717008,0.38777767428864157,0.4185912112815325,0.44294365251900075,0.7177134791813691,0.3408609738884968,0.2246089543509556,0.007401199717713479,0.034183133380381085,0.27060675576035387,0.004821423505574867,0.4946189131968948,0.4974999775876987
0.0,0.116751269035533,0.6421510935746114,0.5695227830668822,0.0,0.2,0.5609756097560976,0.0,0.0,0.19199099872716544,0.004356951150760053,0.275,0.5502099692046156
0.07833450952717008,0.38777767428864157,0.4185912112815325,0.44294365251900075,0.7177134791813691,0.3408609738884968,0.2246089543509556,0.007401199717713479,0.034183133380381085,0.27060675576035387,0.004821423505574867,0.4946189131968948,0.4974999775876987
0.0,0.116751269035533,0.5958229871764346,0.5760613136937908,0.0,0.8,0.14634146341463414,0.0,0.0,0.30629136449927025,0.0,0.65,0.31015952875215413
0.07833450952717008,0.38777767428864157,0.4185912112815325,0.44294365251900075,0.7177134791813691,0.3408609738884968,0.2246089543509556,0.007401199717713479,0.034183133380381085,0.27060675576035387,0.004821423505574867,0.4946189131968948,0.4974999775876987
1.0,0.116751269035533,0.05034184836218919,0.06834920064666787,0.0,0.2,0.2926829268292683,0.15,0.75,0.34956662919911174,0.0,0.55,0.22593778841295056
0.0,0.116751269035533,0.43730058845538966,0.31484342254954795,0.0,0.4,0.07317073170731707,0.1,0.0,0.2513038258874711,0.004356951150760053,0.525,0.7282446740838074
0.0,0.116751269035533,0.1468009115956325,0.051781330459253934,1.0,0.0,0.024390243902439025,0.05,0.0,0.0196372825072843,0.043569511507600536,0.125,0.35862639487475056
0.0,0.11928934010152284,0.3292629000986428,0.29347344470390996,1.0,0.8,0.17073170731707318,0.0,0.375,0.25289133072288583,0.004356951150760053,0.725,0.16853087937242212
0.0,0.11928934010152284,0.5172965066839008,0.38922220226333754,0.0,0.8,0.1951219512195122,0.0,0.0,0.4035038007290119,0.0,0.25,0.7193095489231178
0.0,0.11928934010152284,0.08445865505629443,0.25429614993114186,0.0,0.2,0.5609756097560976,0.0,0.0,0.5006552649748339,0.0,0.275,0.671314731576589
0.0,0.11928934010152284,0.39232626960100686,0.32256751092748936,1.0,0.8,0.2926829268292683,0.0,0.0,0.20485131358454886,0.0,0.475,0.6698336956203841
0.0,0.11928934010152284,0.4874723630055444,0.34093766840308964,0.0,0.0,0.1951219512195122,0.0,0.0,0.16805464869934877,0.0,0.625,0.6113206760033173
0.0,0.11928934010152284,0.4419129902377632,0.3442368720435902,1.0,0.4,0.07317073170731707,0.0,0.0,0.22636062944881238,0.0,0.75,0.43347332233082986
0.0,0.11928934010152284,0.1562298037348209,0.0736123585414047,1.0,0.0,0.024390243902439025,0.05,0.0,0.016045693439370276,0.043569511507600536,0.125,0.3952527670354683
0.0,0.11928934010152284,0.3592707234939964,0.3211304712292677,0.0,0.6,0.07317073170731707,0.0,0.125,0.19442740547577353,0.0,0.525,0.3690074610290786
1.0,0.1218274111675127,0.3740127215211402,0.2951320280222741,0.0,0.0,0.024390243902439025,0.0,0.0,0.1955571648006734,0.008713902301520107,0.5,0.606999730854939
0.0,0.1218274111675127,0.39503384468859487,0.33297407340877794,0.0,0.6,0.04878048780487805,0.0,0.25,0.19865838682446793,0.0,0.55,0.37687792765351613
0.0,0.1218274111675127,0.1943127317255689,0.09700616729537154,0.0,0.8,0.2682926829268293,0.0,0.0,0.29407696411718176,0.0,0.3,0.2498265337057893
0.0,0.1218274111675127,0.5174937923058608,0.5771271181366385,0.0,0.2,0.7073170731707317,0.0,0.0,0.5035815262804757,0.004356951150760053,0.925,0.5160944630912263
0.07833450952717008,0.38777767428864157,0.4185912112815325,0.44294365251900075,0.7177134791813691,0.3408609738884968,0.2246089543509556,0.007401199717713479,0.034183133380381085,0.27060675576035387,0.004821423505574867,0.4946189131968948,0.4974999775876987
0.0,0.1218274111675127,0.36472669138406066,0.3078438416861266,1.0,0.0,0.0,0.0,0.125,0.1446840658869948,0.008713902301520107,0.425,0.5306354359423296
0.0,0.12436548223350254,0.38983638899282286,0.41074187174420695,0.0,0.2,0.7560975609756098,0.0,0.0,0.3578735313516812,0.0,0.375,0.3006978799194277
0.0,0.12436548223350254,0.43305554610701047,0.36422369917968983,0.0,0.0,0.12195121951219512,0.0,0.0,0.14925448154407364,0.0,0.325,0.7230667554811926
0.0,0.12436548223350254,0.6148100275519576,0.5477875576312795,0.0,0.2,0.5609756097560976,0.0,0.0,0.18902059470844854,0.0,0.275,0.5799770991096702
0.0,0.12690355329949238,0.3403993333106568,0.21161607089395845,0.0,0.0,0.0975609756097561,0.0,0.0,0.12992290368504558,0.0,0.4,0.23444637470269145
1.0,0.12690355329949238,0.37569305078404025,0.29578468355188314,0.0,0.8,0.12195121951219512,0.0,0.0,0.3013185622532593,0.0,0.45,0.4648265843492339
0.0,0.12690355329949238,0.30130956835266504,0.23031554996706785,0.0,0.0,0.14634146341463414,0.0,0.0,0.15283438758647078,0.0,0.4,0.2762479441882487
0.0,0.12690355329949238,0.3650804449130923,0.28190527513322555,1.0,0.8,0.21951219512195122,0.0,0.375,0.2671415003313139,0.004356951150760053,0.75,0.2329769341497177
1.0,0.12690355329949238,0.15261743596720978,0.12784264415304472,1.0,0.0,0.04878048780487805,0.0,0.25,0.26398961698132317,0.01307085345228016,0.65,0.702476670915315
0.0,0.12690355329949238,0.4401306166876424,0.3704568588707263,0.0,0.0,0.0,0.05,0.0,0.4050397955080149,0.0,0.1,0.6045430641864411
0.0,0.12690355329949238,0.3182353141263308,0.22118436021795101,0.0,0.2,0.5121951219512195,0.0,0.0,0.2982002449320404,0.0,0.45,0.12673201184949406
0.0,0.12690355329949238,0.1672573897071329,0.09012035207472606,0.0,0.2,0.024390243902439025,0.0,0.0,0.17258573359400062,0.004356951150760053,0.725,0.6261643524029521
0.0,0.12690355329949238,0.4184564100819756,0.296784623675229,1.0,0.8,0.21951219512195122,0.05,0.0,0.06760073624785518,0.004356951150760053,0.575,0.6580039090649997
0.0,0.12690355329949238,0.333922922548386,0.23094425483503983,0.0,0.2,0.4878048780487805,0.0,0.0,0.3219811199460878,0.0,0.475,0.1439405441337365
0.0,0.12690355329949238,0.8812544644375659,0.8016885216454105,0.0,0.8,0.3170731707317073,0.05,0.0,0.33154808221201665,0.0,0.45,0.12526627872565746
0.0,0.12944162436548223,0.897139358481581,0.833255493683013,0.0,0.8,0.2682926829268293,0.0,0.0,0.33818646042243716,0.004356951150760053,0.425,0.16187615175175032
0.0,0.12944162436548223,0.9089764957991768,0.8318004909885636,0.0,0.8,0.2926829268292683,0.0,0.0,0.3207722537353649,0.0,0.45,0.12104261352109738
0.0,0.12944162436548223,0.9150107146501582,0.7991018501886115,0.0,0.8,0.2926829268292683,0.0,0.0,0.31082991052759606,0.0,0.425,0.19978897542922297
0.0,0.12944162436548223,0.35622300078233954,0.321369977845638,0.0,0.6,0.04878048780487805,0.0,0.25,0.1943883000918038,0.0,0.525,0.3259117410990069
0.07833450952717008,0.38777767428864157,0.4185912112815325,0.44294365251900075,0.7177134791813691,0.3408609738884968,0.2246089543509556,0.007401199717713479,0.034183133380381085,0.27060675576035387,0.004821423505574867,0.4946189131968948,0.4974999775876987
0.0,0.12944162436548223,0.34748800979625155,0.22015448176755884,0.0,0.2,0.5121951219512195,0.0,0.0,0.31751787726220204,0.0,0.475,0.18591270854204459
0.0,0.12944162436548223,0.45300860573488894,0.47164241662175915,0.0,0.0,0.0,0.0,0.125,0.3023714882384437,0.0,0.75,0.5533502494440686
0.0,0.12944162436548223,0.4822476954998469,0.40482605831986107,1.0,0.6,0.4634146341463415,0.0,0.125,0.45971806590046327,0.0,0.55,0.6413972353381276
0.0,0.1319796954314721,0.48167624749141125,0.5536674450631699,1.0,0.2,0.024390243902439025,0.0,0.0,0.35522372714571576,0.004356951150760053,0.925,0.08505739334572915
0.0,0.1319796954314721,0.44655260383006223,0.39711394527273813,0.0,0.0,0.04878048780487805,0.0,0.0,0.17328135808690437,0.0,0.35,0.7024633132286802
0.0,0.1319796954314721,0.33130378584305586,0.18446799592838753,0.0,0.0,0.12195121951219512,0.0,0.0,0.1352835860975107,0.0,0.4,0.19876713286150868
1.0,0.1319796954314721,0.32825606313139905,0.22120831087958806,1.0,0.4,0.04878048780487805,0.0,0.0,0.15626373279013459,0.0,0.5,0.5534148165301829
1.0,0.1319796954314721,0.35498486343072894,0.25512244775761933,1.0,0.0,0.24390243902439024,0.1,0.0,0.2127516644986145,0.0,0.525,0.622054701716361
0.0,0.1319796954314721,0.6298581584407633,0.5323154302137597,0.0,0.2,0.5853658536585366,0.0,0.0,0.17102561379790354,0.0,0.25,0.5926001557938789
0.0,0.1319796954314721,0.305153236504643,0.2688342015448177,0.0,0.2,0.4878048780487805,0.0,0.0,0.3147141116467502,0.0,0.45,0.18741215975325895
1.0,0.13451776649746192,0.4680227218612878,0.5427040296988205,1.0,0.2,0.0,0.0,0.0,0.35675405384251385,0.0,0.925,0.11946930000707649
0.0,0.13451776649746192,0.4742950440491173,0.4670678402490869,0.0,0.0,0.024390243902439025,0.0,0.125,0.27021504457112333,0.0,0.775,0.5188266610554684
0.0,0.13451776649746192,0.49803054525664137,0.46146937309143166,0.0,0.0,0.0,0.0,0.125,0.26446964520753224,0.0,0.75,0.5661487257587383
0.0,0.13451776649746192,0.36091023504200825,0.43468055805041617,0.0,0.8,0.12195121951219512,0.0,0.0,0.3283785741124537,0.008713902301520107,0.575,0.5195013032147349
